OA11CD,Median16,Mean16,Min16,Max16,Median17,Mean17,Min17,Max17,LSOA11CD
E00004704,"19.31111111","30.74444444","6.777777778","108.1777778","24.94","41.17","8.13","145.15",E01000947
E00004785,"41.1","52.675","7.6","150","42.5","57.725","7.8","200",E01000964
E00004702,"30.52","41.54","7.92","113.18","45.25","51.625","10.15","160.35",E01000948
E00004783,"44.94","49.84","9.36","126.46","39.54","50.34","11.06","127.74",E01000967
E00004703,"21.08571429","39.72857143","4.871428571","165.1428571","42.81428571","64.18571429","5.842857143","193.1428571",E01000948
E00004782,"37.9","46","13.125","104.5125","46.875","50.05","13.6125","102.0625",E01000963
E00004700,"15.43333333","24.23333333","7.816666667","84.53333333","20.46666667","26.15","7.033333333","84.01666667",E01000944
E00004781,"38.3125","47.9875","6.0875","137.725","63.15","63","12.45","149.5",E01000961
E00004701,"12.88571429","13.18571429","5.9","19.14285714","14.4625","14.825","9.15","27.0125",E01000946
E00004780,"23.54","36.6","6.88","78.94","38.58","38.5","7.22","77.68",E01000963
E00004708,"31.15","40.4","12.03333333","116.0333333","35.31666667","48.88333333","14.33333333","124.7833333",E01000948
E00004789,"29.75","43.2","7.05","200","31.05","50.65","9.2","200",E01000960
E00004788,"38.5","53.16","6.26","166.36","52.9","58.1","6.66","160",E01000960
E00004709,"28.95714286","43.31428571","12.51428571","129.9857143","43.64285714","55.64285714","8.114285714","161.4285714",E01000947
E00004659,"26.9","31.56153846","8.884615385","76.16923077","29.92","37.29","9.47","89.23",E01000938
E00004197,"22.875","30.225","9.5125","82.5125","17.07777778","28.93333333","8.788888889","86.68888889",E01000855
E00004196,"41.66666667","60.93333333","7.616666667","184","63.45","84.58333333","7.283333333","200",E01000850
E00004194,"23.66666667","37.61111111","11.15555556","99.54444444","22.08","38.43","14.07","104.12",E01000851
E00004193,"32.0875","37.825","11.2625","102.1375","33.3375","52.8","11.3625","149.45",E01000850
E00004190,"17.74","31.54","5.38","130","17.65","36.02","6.03","150",E01000855
E00004199,"22.98108108","29.25675676","12.32702703","57.63243243","27.70277778","36.57777778","11.88611111","80.75277778",E01000850
E00004198,"23.86","29.952","10.296","70.904","25.80416667","37.5625","13.1875","94.2375",E01000851
E00004846,"39.6","43.525","5.2","138","43.775","55.8","7.025","187.5",E01000968
E00004847,"40.1","48.35","9.6","171.8","44.01666667","59.28333333","9.1","192.5",E01000968
E00004844,"40","52.8","8.15","175","48.8","57.325","4.65","175",E01000968
E00004845,"18.34","33.42","4.32","128.56","23.24","41.54","4.16","150.54",E01000968
E00004842,"51.225","64.475","4.525","187.5","58.75","75.1","4.375","225",E01000968
E00004843,"26.66666667","49.33333333","5.366666667","184","27.43333333","51.9","4.866666667","200",E01000968
E00004840,"40","44.8","3.2","152","47.5","52.95","1.15","176",E01000973
E00004841,"28.92","43.8","6.6","140.8","58.2","67.36","6.82","200",E01000973
E00004848,"45.64","55.58","13.19","139.59","51.58","63.18","10.74","181.2",E01000969
E00004849,"53.54285714","66.34285714","13.28571429","176","55.41428571","75.72857143","11.14285714","200",E01000969
E00004376,"37.13333333","48.51666667","11.56666667","163.9833333","42.7","49.8","9.414285714","155.2857143",E01000889
E00004377,"36.86666667","48.1","10.4","143.9666667","44.83333333","54.53333333","10.4","166.6666667",E01000891
E00004374,"31.45","52.75","4.05","200","45","54.8","5.35","200",E01000891
E00004375,"27.54","40.82","3.78","132.68","48.28","53.58","4.68","152",E01000892
E00004372,"42.4","48.925","5.45","138.725","56.25","60.8","6.175","144.9",E01000892
E00004373,"28.75","46.75","9.3","150","38.86666667","61.5","10.6","200",E01000890
E00004370,"33.8","44.75","5.725","151","46.775","71.875","11.475","188",E01000889
E00004371,"19.9","40","8.2","152","55.7","61.75","7","200",E01000891
E00004378,"38.81666667","46.75","5.083333333","126.65","42.73333333","55","6.466666667","180",E01000892
E00004379,"50","57.55","4.875","200","57.2","71.875","5.05","225",E01000892
E00004217,"22.26","31.18","2.94","113.84","31.46","39.48","2.44","163.9",E01000859
E00004296,"32.52","42.74","6.8","122.4","33.12","45.5","11.28","160",E01000871
E00004294,"18","28.93333333","4.233333333","120.6666667","20.525","29","3.625","112.125",E01000876
E00004215,"46.45","55.6","3.45","200","60","75.3","5.65","200",E01000857
E00004212,"37.6","51.7375","13.125","163.5","37.0125","55.3375","9.9375","175.5",E01000856
E00004293,"43.55","45.45","3.1","151","46.05","57","5.875","200",E01000876
E00004213,"19.45","33.6375","6.575","100.6375","36.82857143","46.98571429","7.757142857","108.4142857",E01000858
E00004292,"27.35","41.3","5.9","200","41.85","57.7","7.05","250",E01000876
E00004210,"21.55","39.425","9.25","138","33.325","42.875","10.65","150",E01000856
E00004291,"18.61666667","35.31666667","3.1","158.6666667","26.5","53.53333333","3.5","183.3333333",E01000876
E00004218,"46.63333333","52.6","3.533333333","184","55.43333333","63.33333333","2.7","200",E01000857
E00004299,"36.12","47.84","9.88","166.34","35.38","50.66","9.3","175.92",E01000877
E00004219,"29.56666667","44.78888889","5.977777778","142.9555556","33.73333333","49.45555556","6.544444444","168",E01000861
E00004298,"46.5","51.32857143","10.78571429","130.2571429","55.98571429","60.17142857","16.68571429","150",E01000871
E00004526,"26.86666667","38.83333333","10.725","101.4416667","36.68333333","47.51666667","15.19166667","120.4333333",E01000919
E00004524,"21.028","22.816","9.42","51.748","22.02173913","24.49565217","9.182608696","58.21086957",E01000914
E00004523,"19.66666667","27.86666667","6.875","103.575","22.01666667","38.14166667","8.083333333","140.9583333",E01000919
E00004520,"14.82","28.74","5.62","108.06","19.1","36.14","6.72","127.16",E01000917
E00004521,"27.66","35.7","7.833333333","89.69333333","35.97857143","46.65714286","9.928571429","115.7642857",E01000914
E00004528,"29.99285714","42.82142857","10.65","136.3428571","38.1","53.14666667","10.68","160.8066667",E01000918
E00004476,"21.9","40.56","9.16","125.02","30.02","49.1","8.66","145.7",E01000904
E00004477,"23.8","37.63333333","4.455555556","142.4777778","18.98888889","41.32222222","3.233333333","161.6777778",E01000906
E00004474,"35.26666667","47.85555556","9.4","129.7111111","36.06666667","54.65555556","9.688888889","173.3111111",E01000904
E00004475,"34.95","54.775","9.475","175","42.35","63.525","11.5","175",E01000904
E00004472,"24.66363636","41.72727273","9.618181818","133.0454545","28.32727273","49.78181818","9.472727273","147.7454545",E01000905
E00004470,"17.05","23.88333333","5.183333333","81.51666667","17.56666667","30.15","8.633333333","106.4",E01000902
E00004471,"18.08333333","32.18333333","4.916666667","142","21.6","44.66666667","10","175",E01000906
E00004479,"46.2","52.725","6.55","188","58.95","67.625","5.8","200",E01000906
E00004796,"42.5","48.05","3.3","200","44.6","51.7","3.35","200",E01000960
E00004717,"19.11666667","27.16666667","5.766666667","70.05","29.6","40.14285714","5.928571429","92.24285714",E01000949
E00004715,"22.525","27.225","3.825","104","26.9","42.15","7.375","167.05",E01000949
E00004794,"48.89","52.4","9.37","137.3","51.86363636","60.2","7.281818182","161.5636364",E01000961
E00004712,"9.818181818","20.35454545","4.290909091","70.04545455","10.48","26.73","4.14","111.61",E01000948
E00004793,"47","47.7","4.35","176","53.7","63.7","6.8","200",E01000964
E00004713,"32.2","26.95","2.55","53.55","36","30.1","6.6","53.1",E01000949
E00004792,"47.7","55.82857143","4.957142857","157.7142857","51.34285714","61.72857143","6.7","200",E01000964
E00004711,"27.24","44.78","6.92","160.4","41.46","59","9.7","180",E01000948
E00004790,"51.85","59.35","4.7","200","52.55","65.775","14.025","225",E01000960
E00004799,"37.5","54","4.375","163","54.875","65.775","4.525","200",E01000962
E00004718,"30.9","46.6","5.5","200","42.05","53.85","5.95","200",E01000950
E00004798,"38.375","43.725","16.225","113.5","42.775","47.15","7.075","132.075",E01000962
E00004719,"24.8","35.86666667","7.683333333","129.15","27.03333333","40.25","6.183333333","120.5666667",E01000949
E00004627,"13.9","24.75","1.3","75.85","16.05","36.9","1.45","127.85",E01000934
E00004624,"40.94","48.34","10.32","114.2","43.14","48.01","9.97","103",E01000933
E00004625,"19.3","28.88571429","8.657142857","85.02857143","35.42","46.92","8.58","143",E01000934
E00004622,"42.32","50.06","8.1","160.8","60","61.94","8.6","180",E01000932
E00004620,"35","42.7","4.15","152","45","54","6","200",E01000932
E00004621,"40","53.8","2.35","176","45","69.85","5.85","300",E01000931
E00004628,"20.3","42.15","3.9","160","42.5","56.25","3.55","200",E01000935
E00004629,"39.83333333","49.13333333","9.566666667","151.6666667","41.53333333","54.3","8.766666667","160",E01000933
E00004852,"44.3","54.525","6.975","188","44.525","62.175","6.175","200",E01000971
E00004853,"28.0625","41.0125","6.9375","113.425","46.075","52.0375","8.025","139.375",E01000969
E00004850,"44.7","55.02","10.34","170.4","51.5","65.9","11.14","200",E01000969
E00004851,"42.3","48.95","14.95","122.65","52.31666667","62.35","15.16666667","143.3333333",E01000970
E00004346,"45.28571429","47.3","10.35714286","102.7571429","34.83333333","41.18333333","6.65","103.2666667",E01000885
E00004347,"57.88333333","71.66666667","8.916666667","158.6666667","64.7","79.5","11.11666667","191.6666667",E01000884
E00004342,"29.7","33.725","5","117.75","31.875","43.45","5.475","132.5",E01000882
E00004343,"52.175","55.675","13.325","151","66.5","69.4","18.675","180",E01000883
E00004340,"32.55","40.38333333","10.63333333","91.9","41.35","50.91666667","14.25","106.6666667",E01000883
E00004341,"25","55.65","5.8","200","55","71.75","5.95","200",E01000882
E00004348,"41.6","48.625","5.9","151","51.35","58.8","7.1","200",E01000884
E00004349,"49.35","63.06666667","14.46666667","159.3333333","53.63333333","66.78333333","13.16666667","200",E01000884
E00004537,"20.75","33.85","8.025","110.3","24.25","44.425","6.125","142.825",E01000920
E00004534,"25.04","39.64","14.7","101.06","54.28333333","52.4","14.3","108.9833333",E01000916
E00004535,"21.5","31.35555556","6.788888889","91.81111111","23.5","34.67777778","8.633333333","124.8888889",E01000914
E00004532,"33.6","44.29230769","15.90769231","126.7692308","35.11538462","56.50769231","17.38461538","166.2692308",E01000920
E00004530,"22.2047619","29.7","5.861904762","80.14285714","24.46086957","33.30869565","9.647826087","80.34347826",E01000919
E00004538,"17.24","26.54","7.97","74.96","20.17","35.99","9.52","101.73",E01000917
E00004539,"21.4375","35.65","5.9125","100.6625","25.6125","51.7125","10.975","177.6125",E01000916
E00004447,"29.325","45.75","4.375","119.7","39.5","65.56666667","7","193.3333333",E01000903
E00004444,"20.25","38.81666667","9.45","117.8166667","35.58333333","49.01666667","7.066666667","150.8333333",E01000901
E00004445,"24.12857143","34.55714286","6.671428571","100.2571429","38.08571429","46.5","9.471428571","132.1428571",E01000901
E00004442,"30.13333333","41.6","151.6666667","6.1666","39.13333333","44.03333333","8.533333333","118.3333333",E01000902
E00004440,"24.7","40.51428571","5.542857143","104.7714286","42.24285714","54.51428571","5.928571429","150.3571429",E01000897
E00004448,"52.12","62.17","10.38","146.6","61.49","74.94","12.05","168",E01000900
E00004637,"20.2","33.8","9.325","113.5","27.5","43.1","14.575","162.5",E01000929
E00004634,"36.825","43.325","4.7","162.5","39.3","53.25","9.475","175",E01000933
E00004633,"17.85","30.9","5.175","102.7","37","43.13333333","11","160",E01000934
E00004630,"43.33333333","52.23333333","9.533333333","159.9333333","42.76","49.62","9.78","136",E01000935
E00004631,"43.82","48.36","12.82","140.8","42.7","48.46666667","12.58333333","127",E01000933
E00004638,"21.275","28.6125","9.075","85.375","24.925","33.4875","7.9","93.0875",E01000933
E00004639,"22.375","30.325","9.15","89.575","26.1","38.675","11.65","96.475",E01000935
E00004167,"60.87777778","73.24444444","21.56666667","150.2222222","88.63333333","97.83333333","34.44444444","194.4444444",E01000846
E00004164,"38","48.2","3.9","200","47.93333333","60.56666667","5.066666667","200",E01000846
E00004165,"16.13333333","46.93333333","2.366666667","200","43.33333333","67.16666667","5","233.3333333",E01000847
E00004163,"38.46","52.7","6.38","156.74","39.9","54.34","4.34","171",E01000847
E00004160,"41.525","48","7.55","132.925","40.94","54.28","10.08","132.4",E01000846
E00004161,"34","46.34","8.64","120.78","57.56","67.14","10.02","176",E01000845
E00004168,"42.88333333","59.8","7.016666667","175.6666667","67.05","66.63333333","7.033333333","175.8333333",E01000849
E00004169,"13.67692308","22.06153846","5.223076923","82.63076923","28.65833333","33.61666667","5.975","103.7083333",E01000855
E00004141,"39.56666667","54.73333333","5.766666667","184","50.43333333","64.43333333","7.8","200",E01000842
E00004148,"26.06","49.2","3.3","146.16","45.18","62.26","3.42","176",E01000845
E00004359,,,,,,,,,E01000885
E00004264,"29.22727273","35.48181818","6.745454545","100.1","35.50769231","40.74615385","8.153846154","110.3153846",E01000867
E00004265,"32.925","44.35","11.525","149.925","36.3","48.625","13.15","149.95",E01000870
E00004262,"13.13333333","24.16666667","4.733333333","70.43333333","16.075","26.1","6.5","67.85",E01000868
E00004263,"12.525","21","2.075","69.375","14.875","27.225","2.525","72.4",E01000868
E00004261,"38.05","48.225","9.6","126","49.275","54.075","10.575","138",E01000867
E00004268,"42.575","54.55","12.225","163","47.45","59.725","12.975","213",E01000870
E00004269,"33.8","41.73333333","11.23333333","146.6666667","37.8","48.2","10.03333333","152.0666667",E01000870
E00004587,"36.81666667","51.03333333","8.583333333","167.3333333","40.11666667","57.36666667","9.133333333","191.6666667",E01000923
E00004506,,"38.16666667","3.666666667","166.6666667","40","48.6","3.933333333","200",E01000908
E00004586,"51.25","71.025","15.175","200","71.725","84.375","17.375","200",E01000924
E00004507,"66.28571429","71.84285714","4.171428571","172","83.0125","87.8875","4.0625","187.5",E01000908
E00004585,"25.46666667","46.23333333","2.8","200","46.66666667","57.93333333","4.533333333","200",E01000924
E00004504,"47.46","58.93","8.29","152.63","54.6","68.37","9.52","177.6",E01000909
E00004584,"29.24285714","40.47142857","9.307142857","131.0357143","32.99285714","45.26428571","10.62857143","140.2642857",E01000928
E00004505,"26.18333333","54.46666667","4.083333333","168","43.8","61.9","4.75","175.3333333",E01000907
E00004583,"50","57.825","9.85","175","56.5","66.875","11.65","187.5",E01000928
E00004502,"20.8","35.28","4.04","120.8","35.98","45.08","4.22","160",E01000907
E00004582,"40.56","55.2","7.84","190.4","47","62.76","9.32","200",E01000921
E00004503,"33.8","43.46","2.58","160","42","52.08","2.3","160",E01000908
E00004580,"38.86","47.38","8.4","160.8","36.08333333","47.98333333","9.15","178.35",E01000921
E00004501,"50","48.9","3.55","150","50","52.1","2.45","200",E01000908
E00004588,"37.1125","44.2375","13.0875","107.7","42.475","53.475","14.85","137.375",E01000924
E00004509,"41.36666667","50.93333333","3.366666667","150.6666667","46.11666667","51.63333333","3.8","162",E01000909
E00004456,"30.35","48.51666667","7.716666667","166.6666667","39.65","60.96666667","11.28333333","200",E01000901
E00004457,"30.1","45.26666667","3.233333333","184","34.56666667","55.46666667","4.433333333","200",E01000903
E00004451,"41.4","44.35","6.725","154.425","45","50.55","5.4","163",E01000903
E00004458,"36.72857143","44.24285714","8.042857143","147.3428571","46.35714286","56.61428571","11.64285714","182.8428571",E01000900
E00004459,"41.65","51.5","8.1","176","46.25","62.875","11.125","187.5",E01000905
E00174680,"21.45","52.45","5.6","200","52.3","66","6.8","200",E01000945
E00004766,"36.78","44.7","9.78","118.3","43.62","49.96","10.48","127.98",E01000965
E00004764,"46.53333333","50.73333333","20.83333333","123.3333333","51.46666667","57.8","21.43333333","163.3333333",E01000955
E00004762,"20.925","27.4","10.35","66.4","23.575","36.575","12.5","110",E01000955
E00004763,"19.85","38.65","2.55","152","20.45","46.3","5.45","200",E01000953
E00004760,"27.93333333","37.46666667","4.133333333","143.9666667","36.56666667","52.9","2.633333333","160",E01000954
E00004761,"34.33333333","56.3","15.9","200","39.96666667","51.4","12.76666667","157.3333333",E01000955
E00004768,"28.9","43.93333333","4.566666667","166.6666667","39.13333333","51.3","4.933333333","200",E01000966
E00004769,"36.95","45.05","10.35","176","42.325","55.05","8.325","200",E01000965
E00004687,"12.56666667","23.11666667","3.066666667","77.41666667","18.33333333","28.45","2.9","80.46666667",E01000946
E00004606,"37.71111111","46.17777778","9.522222222","122.8666667","46.43333333","55.8","11.18888889","139.1333333",E01000929
E00004686,"15.38","36.88","6.18","140","21.18","47.46","8.78","170",E01000951
E00004607,"23.375","34.325","5.1","86.275","28.125","39.475","11.225","136.225",E01000930
E00004685,"27.66","44.12","11.28","131.2","27.74","50.92","10.22","166",E01000951
E00004604,"19.02","33.92","6.2","130.4","29.58","37.12","8.82","116",E01000931
E00004684,,,"7.05","200","15.95","42.1","4.2","150",E01000949
E00004605,"23.45","29.1","3.55","99.975","38.6","37.325","4.375","124.425",E01000931
E00004683,"36.5","44.76666667","10.5","138.1","29","48.33333333","13","138.6333333",E01000951
E00004602,"45","52.625","6.225","188","54.075","64.05","11.425","200",E01000926
E00004682,"30.23333333","40.1","5.7","150.6666667","43.33333333","53.1","10.23333333","183.3333333",E01000950
E00004603,"38.175","47.4","11.625","128","52.125","56.075","12.425","165",E01000925
E00004681,"19.1","36.08333333","6.816666667","124.7","18.95","43.63333333","6.933333333","145.3833333",E01000946
E00004600,"23.4","46.23333333","9.683333333","142","35.26666667","53.3","9.816666667","166.6666667",E01000925
E00004680,"20.03333333","38.55","8.616666667","134","21.23333333","53.55","9.55","150",E01000943
E00004601,"28.1","51.225","16.35","168","36.625","54.175","9.65","150",E01000925
E00004689,"28.46666667","41.7","7.2","184","32.66666667","47.16666667","6.4","156.8",E01000951
E00004608,"20.91428571","30.51428571","9.471428571","92.11428571","23.37142857","46.01428571","11.84285714","160.2142857",E01000929
E00004688,"30.9","48.56","8.74","140","35.3","60.74","11.56","170",E01000951
E00004609,"27.11666667","40.05","10.75","100","38.71428571","48.45714286","12.21428571","136.3285714",E01000930
E00004177,"33.43333333","44.68888889","18.96666667","102.6666667","42.82222222","55.93333333","21.13333333","118.1",E01000852
E00004174,"15.26","15.52","5.4","22.24","16.5","15.4","6.65","20.075",E01000854
E00004175,"22.06","38.94","7.88","122.8","27.88","47.92","8.22","160.4",E01000853
E00004172,"20.78695652","27.84782609","9.960869565","63.8826087","28.22105263","33.45263158","10.66842105","64.73157895",E01000850
E00004173,"22.94285714","22.02857143","9.4","33.6","22.55714286","25.71428571","9.142857143","48.27142857",E01000852
E00004832,"14.5","26.52857143","5.071428571","92.72857143","19.58181818","25.84545455","4.545454545","89.08181818",E01000973
E00004830,"40.9","52.42","7.62","131.2","54.22","62.78","7.44","166",E01000973
E00004831,"22.6","40.8","9.533333333","150.6666667","22.43333333","41.03333333","9.066666667","159.5333333",E01000972
E00004838,"19.075","33.55","4.025","119.95","30.85","42.725","7.825","175",E01000974
E00004326,"45","57.5","6.233333333","183.3333333","43.43333333","60.73333333","7.866666667","173.3333333",E01000881
E00004324,"47.04285714","53.6","7.128571429","147.7142857","57.12857143","67.02857143","10.12857143","168.8571429",E01000879
E00004325,"54.48","64.28","8.32","160.8","55.7","69.1","13.42","190",E01000879
E00004322,"48.45","62.46666667","5.916666667","177.3666667","54.68333333","72.7","7.5","193.8333333",E01000884
E00004323,"39.73333333","46.43333333","10.36666667","151.6333333","29.6","39.5","9.366666667","102.2",E01000878
E00004320,"27.55714286","42.11428571","5.971428571","120.8285714","33.27142857","52.97142857","5.128571429","148.4714286",E01000882
E00004278,"50","53.9","10.5","176","52.5","58.25","5.4","150",E01000869
E00004597,"47.42857143","50.25714286","8.328571429","149.3571429","50.81428571","60.91428571","15.67142857","177.1285714",E01000926
E00004516,"26.65","45.9","5.5","154.95","33.4","52.9","4.6","183.3333333",E01000910
E00004517,"38.96666667","40.26666667","4.966666667","134.6666667","32.36666667","42","6.033333333","150.6666667",E01000912
E00004596,"39.57","48.64","11.41","131.09","54.25","65.94","16.77","162.99",E01000923
E00004594,"45","52.2","6.4","200","50","60.35","7.7","200",E01000924
E00004515,"42.2","47.38","7.52","116.78","46.05","49.875","6","150",E01000911
E00004592,"26.075","47.5","6.825","175","43.275","65.375","7","200",E01000923
E00004513,"39.26","50.54","4.76","140.74","41.44","57.08","5.06","170.4",E01000910
E00004590,"40.88","52.88","7.82","160.4","39.48","63.32","8.12","180",E01000923
E00004511,"50.95","50.1","4.466666667","137.65","45.31666667","57.35","4.916666667","166.6666667",E01000909
E00004519,"50","52.06666667","4.633333333","200","50","56.33333333","3.433333333","200",E01000911
E00004598,"29","43.46666667","8.933333333","150.6666667","33.825","48.625","9.025","163.75",E01000924
E00004424,"44.06666667","46.96666667","4.133333333","159.9","38.96666667","55.9","5.9","184",E01000896
E00004422,"35.0625","41.6875","8.1125","109.5125","49.9","52.375","13.6375","118.8625",E01000895
E00004423,"18.25","35.41666667","4.716666667","144.5333333","29.18333333","40.81666667","3.883333333","163.3333333",E01000893
E00004420,"69.6","72.87142857","17.98571429","153.8142857","63.94","69.96","7.22","180",E01000896
E00004421,"53.675","68","5.6","188","63.7","73","4.275","225",E01000894
E00004428,"17.625","32","7.8","79.65","27.975","34.675","7.85","79.15",E01000895
E00004429,"20.05555556","38.85555556","5.377777778","131.4666667","38.82222222","51.48888889","7.811111111","155.5333333",E01000894
E00004777,"41.85","48.075","10.8","131.75","51.25","55.65","14.675","143.475",E01000961
E00004774,"36.98333333","47.71666667","9.066666667","114.4666667","33.65","50.65","9.1","141.0833333",E01000965
E00004775,"48.23333333","59.73333333","4.266666667","184","50.13333333","71.8","7.633333333","200",E01000966
E00004772,"56.72","66.6","10.28","170","54.9","79.38","8.86","200",E01000967
E00004773,"21.06666667","51.93333333","6.566666667","200","44.9","77.8","5.666666667","233.3333333",E01000967
E00004770,"43.1","59.7","5.6","200","48.83333333","56.43333333","5.133333333","151.6666667",E01000966
E00004778,"27.14444444","40.44444444","7.588888889","131.9333333","28.21111111","45.78888889","7.711111111","126.3777778",E01000963
E00004779,"39.625","42.8625","5.4625","87.7375","47.375","44.7625","7.2375","86.375",E01000963
E00004697,"20.3","28.7625","6.1625","82.975","33.3125","44.5875","5.0125","133.1",E01000945
E00004616,"45","49.83333333","7.9","184","43.23333333","53.76666667","7.666666667","200",E01000932
E00004695,"21.37777778","41.05555556","5.711111111","150.2222222","28.18888889","57.95555556","9.266666667","183.3333333",E01000945
E00004614,"25.67777778","37.75555556","7.488888889","134.8666667","35.2","46.95555556","7.566666667","136.8888889",E01000931
E00004693,"22.66666667","35.03333333","5.966666667","120.2333333","32.11666667","50.86666667","6.466666667","170.3333333",E01000944
E00004612,"18.7","33.34","3.38","110.8","32.24","41.4","4","141.4",E01000931
E00004692,,,,,,,,,E01000944
E00004613,"38.725","47.375","14.4","125","47.85","57.7","14.275","200",E01000931
E00004691,"26.1","46.975","8.275","151","26.2","61.325","9.975","187.5",E01000944
E00004610,"21.72","29.58","11.94","107.1","26.86666667","36.03333333","12.26666667","112.4333333",E01000930
E00004690,"29.48","38.1","6.5","115.52","41.26","49.84","6.32","137.44",E01000946
E00004611,"21.14","19.9","7.64","30.54","20.2","20.86","7.78","60.42",E01000930
E00004699,"152.2307692","20.31538462","6.176923077","49.36153846","14.84166667","19.875","7.25","72.04166667",E01000946
E00004618,"18.6","35.93333333","4.933333333","150","25.26666667","42.4","4.566666667","160",E01000932
E00004619,"39.53333333","45.1","5.633333333","173.3333333","43.3","58.86666667","5.9","200",E01000932
E00004806,"32.25","46.45","8","176","40","53.85","4.75","200",E01000966
E00004807,"15.6","22.04","5.67","55.96","20.75","30.94","6.97","82.78",E01000961
