OA11CD,Median16,Mean16,Min16,Max16,Median17,Mean17,Min17,Max17,LSOA11CD
E00004805,"37.58","51.9","9.88","150.4","47","56.8","5.26","170",E01000961
E00004802,"50","56.45","4.8","200","57.85","70.9","6.05","250",E01000962
E00004803,"18.46666667","30.1","5","105.6","27.5","36.13333333","5.6","126.6666667",E01000965
E00004808,"32.92","39.54","3","132.68","40.04","50.82","3.08","152",E01000963
E00004809,"14.61818182","21.9","3.963636364","69.39090909","19.27272727","32.24545455","4.854545455","105.1272727",E01000960
E00004336,"37.78888889","47.86666667","11.55555556","142.2","52.06666667","57.92222222","11.41111111","153.4444444",E01000881
E00004337,"49.74","63.38","11.14","190.4","59.74","76.78","11.6","200",E01000881
E00004334,"42.9","49","7.28","130.62","46.44","61.38","4.76","180",E01000883
E00004335,"36.15","43.78333333","4.733333333","125.6166667","49.88333333","58.58333333","4.866666667","154.9833333",E01000882
E00004332,"50","52.8","4.6","200","34.85","37.2","5.55","159.6",E01000883
E00004333,"49.4","50.35714286","6.771428571","130.8142857","56.7","62.15714286","6.328571429","168.5571429",E01000882
E00004331,"37.93333333","52.23333333","6.033333333","184","50","62.3","8.533333333","200",E01000881
E00004339,"45.30909091","51.89090909","11.60909091","113.6636364","49.63636364","57.28181818","11.03636364","139.8909091",E01000883
E00004246,"45.12","51.24","7.34","160.4","52.38","57.88","10.8","150.4",E01000865
E00004247,"40.5125","48.975","15.9125","132.425","44.8","63.4125","14.025","172.475",E01000866
E00004244,"14.16666667","27.5","4.366666667","78.76666667","17.8","28.5","4.3","77.4",E01000868
E00004242,"58","64.3","5.2","176","58.2","68.9","6.05","150",E01000860
E00004243,"33.25","42.61666667","5.383333333","131.9666667","28.7","47.16","9.2","154.9",E01000862
E00004240,"30.34","43.11","7.84","137.6","30.5","52.09","6.43","195.2",E01000861
E00004241,"42.87142857","52.38571429","4.114285714","178.8571429","54.07142857","59.74285714","4.128571429","200",E01000862
E00004248,"33.23333333","39.74444444","8.777777778","100.3555556","42.68888889","46.14444444","10.92222222","114.2888889",E01000866
E00004249,"37.1","57.875","8.125","188","50.175","69.55","9.9","188",E01000864
E00004437,"41.56","58","5.2","161.6","34.62","68.84","4.78","200",E01000897
E00004435,"30.28","38.22","4.4","122.28","36.4","47.9","4.36","171.98",E01000898
E00004432,"39.425","50.35","5.275","151","41.28","53.94","6.86","176",E01000897
E00004430,"26.15","44.125","11.225","133","21.6","47.05","11.425","145",E01000895
E00004431,"31.85555556","42.74444444","7.444444444","115.0888889","47.81111111","59.5","7.722222222","157.1444444",E01000897
E00004438,"44.72","60.86","8.04","147.14","55.22","66.6","25.32","159.96",E01000898
E00004439,"34.0375","53.9","6.3125","175.25","56.3375","69.275","6.275","200",E01000897
E00004746,"25.81666667","41.91666667","6.2","166.6666667","37.53333333","49.26666667","6.733333333","200",E01000959
E00004747,"18.45","33.86666667","6.65","104.1666667","15.36666667","38.1","7.666666667","125",E01000959
E00004744,"17.2","32.33333333","4.433333333","140.1333333","27.36666667","42.43333333","4","139.7333333",E01000953
E00004745,"46.54","56.32","21.34","154.4","58.86","68.64","23.78","164",E01000959
E00004742,"40","47.95","2.8","200","45","62.3","3.15","250",E01000958
E00004743,"50.35714286","60.08571429","7.1","165.7142857","46.72857143","66.57142857","8.771428571","181.4285714",E01000959
E00004740,"34.12857143","46.95714286","4.485714286","155.4714286","41.4","54.01428571","4.357142857","148.8",E01000958
E00004741,"29.6","40.25","6.26","124.69","38.86","50.37","7","141.7",E01000958
E00004157,"62","62.375","5.125","175","67.775","73.275","5.85","175",E01000846
E00004154,"50","52.13333333","2.8","200","36.03333333","57.23333333","3.1","200",E01000844
E00004155,"45.05","54.25","5.725","169.975","55.625","63.925","5.5","170",E01000844
E00004152,"59.125","63.8","6","176","47.625","60.025","6.175","169.675",E01000842
E00004153,"44.16666667","52.6","3","200","53.3","64.23333333","3.5","200",E01000845
E00004150,"50.83333333","57.33333333","7.9","184","53.6","67","7.233333333","200",E01000844
E00004151,"42.1","51.38333333","6.766666667","147.2833333","49.68333333","60.58333333","7.75","163.3166667",E01000845
E00004546,"25.90714286","30.40714286","8.664285714","74.49285714","27.75","37.74285714","12.35714286","92.83571429",E01000914
E00004544,"20.35","46.5","8.2","200","20","56.2","6.05","200",E01000915
E00004545,"35.775","49.35","6.025","188","36.975","55.8","7.4","200",E01000917
E00004543,"27","34.23333333","6.85","78.38333333","34","45.03333333","9.65","111.7666667",E01000920
E00004540,"21.25","30.11","10.07","82.73","23.73333333","36.13333333","11.26666667","101.6888889",E01000920
E00004541,"17.96666667","20.9","6.033333333","53.1","27.27142857","30.28571429","9.328571429","77.57142857",E01000917
E00004548,"22.39444444","30.45555556","11.75","82.7","22.86470588","40.74117647","10.94117647","115.1117647",E01000915
E00004549,"18.3","38.75","4.575","175",,,,,E01000917
E00004158,"26.13","34.32","7.6","93.81","39","46.51","8.15","110",E01000845
E00004159,"20.66666667","42.1","5.1","184","31.8","46.26666667","6.866666667","233.3333333",E01000846
E00004816,"44.43333333","61.7","3.466666667","184","60.83333333","74","6.733333333","200",E01000971
E00004817,"33.6","51.28","8.72","154.4","48.92","64.48","5.48","194.4",E01000971
E00004814,"48.33333333","56.35","9.083333333","162.85","56.56666667","69.68333333","11.88333333","191.6666667",E01000970
E00004815,"28.51875","33.85625","8.59375","93.025","29.75625","38.6875","10","114.13125",E01000972
E00004812,"31.88333333","43.31666667","7.2","142","38.73333333","46.13333333","8.3","155",E01000965
E00004813,"21.38571429","43.2","7.614285714","143.4285714","29.41428571","47.04285714","9.928571429","153.1428571",E01000969
E00004810,"44.525","62.8","6.425","188","67.625","76.5","7","188",E01000966
E00004811,"25.8","43.53333333","2.633333333","200","38.6","56.1","6.466666667","200",E01000966
E00004818,"31.48","38.46","11.72","102.92","40.26","46.7","12.02","127.96",E01000970
E00004819,"43.4","53.21428571","10.51428571","148.7","50.08571429","62.84285714","11.04285714","160.7142857",E01000971
E00004306,"40.4","51.9","11.11666667","142.4833333","49.65","66.88333333","9.15","162.0333333",E01000874
E00004387,"51.825","56.225","11.45","163","64.975","75.375","11.25","212.5",E01000887
E00004386,"50","63.7","4.15","176","67.5","80.35","4.1","250",E01000888
E00004307,"49.84285714","56.7","6.571428571","165.1428571","52.6","64.21428571","6.528571429","200",E01000873
E00004304,"38.53333333","45.66666667","4.483333333","141.6666667","32.83333333","50.05","5.933333333","161.6666667",E01000877
E00004385,"53.675","60.675","5.225","188","54.975","66.825","4.8","200",E01000886
E00004305,"42.1875","58.4625","9.9875","148.4625","50.2375","68.675","10.7","184.9625",E01000874
E00004384,"50","54.8","3.75","200","55","62.8","2.8","200",E01000886
E00004300,"47.36","54.98","8.28","160","45.46","58.52","3.54","190",E01000872
E00004381,"59","63.96666667","4.333333333","166.6666667","61.3","71.1","3.8","200",E01000886
E00004308,"46.86","56.68","21.78","140","51.12","64.5","23.24","170",E01000873
E00004389,"49.925","54","4.875","163","53.6","67.925","4.825","200",E01000886
E00004309,"51.32","57.66","12.76","141.74","51.5","65.2","15.56","196",E01000877
E00004388,"48.525","60.275","4.075","175","50.375","61.575","3.875","212.5",E01000888
E00004257,"36.75","48.1","5.925","151","36","50.55","6.8","163",E01000868
E00004254,"39.92","44.06","8.5","126.38","42.48","57.52","14.68","190",E01000866
E00004255,"39.63333333","51.33333333","7.533333333","184","45","64.16666667","8.766666667","200",E01000864
E00004252,"36.16","50.82","6.32","166.36","45.84","62.06","10.26","166.36",E01000864
E00004253,"28.9375","37.6125","13.5875","112.75","33.9375","42.925","13.4125","128.75",E01000867
E00004250,"50.16666667","55.05","16.68333333","125.3333333","54","67.86666667","9.5","208.3333333",E01000865
E00004251,"50.13333333","67.13333333","8.716666667","170.6666667","61.96666667","79.53333333","10.36666667","170",E01000865
E00004258,"47.3","57.83333333","5.2","143.8","51.66666667","57.03333333","4.766666667","143.9",E01000864
E00004566,"40","44.16666667","7.3","150.6666667","38.4","56.13333333","11","266.6666667",E01000922
E00004567,"39.6","51.06","8.16","160","58","72.16","10.14","200",E01000926
E00004565,"29.2","34.7","9.925","89.975","30.7","41.675","11.35","145",E01000925
E00004562,"53.75","59.75","17.93333333","142.4833333","51.3125","64.7375","18.65","152.5",E01000926
E00004563,"23.91","29.58","10.23","96.96","31.65","38.19","11.41","120.12",E01000922
E00004568,"24.17","31.09","7.32","84.36","27.47777778","39.94444444","9.311111111","110.2",E01000922
E00004569,"33.81666667","44.75","10.025","126.725","52.06666667","57.80833333","11.95","152.475",E01000922
E00004485,"45.02","50.74","8.18","126.4","49","60.52","13.82","176",E01000910
E00004404,"53.3","58.35","8.466666667","151.9333333","57.52857143","63.81428571","12.68571429","156.5714286",E01000894
E00004484,"30.74","42.98","4.88","155.98","35.18","49.9","5.46","180",E01000911
E00004405,"43.31875","61.2625","14.725","153.73125","53.86470588","69.98823529","15.58823529","166.5764706",E01000899
E00004402,"46.63333333","52.16666667","8.9","150.6666667","52","59.03333333","4.866666667","200",E01000896
E00004483,"42.07142857","53.22857143","9.028571429","139.5714286","57.525","61.175","11.2","141.125",E01000910
E00004403,"34.36428571","36.07142857","8.014285714","68.01428571","36.07142857","39.62142857","7.5","81.23571429",E01000899
E00004482,"40.65","53.8","2.5","188","50","63.2","3.175","200",E01000907
E00004400,"36.66666667","48.8","4.266666667","166.6666667","41.5","57.93333333","3.933333333","200",E01000890
E00004481,"16.7","43.44","3.02","200","22.78","52.72","2.8","220",E01000908
E00004401,"41.91428571","50.7","7.828571429","150.2428571","45.6625","60.0125","12.8375","195.6125",E01000894
E00004480,"46.225","53.275","5.25","144.925","51.25","62.975","6.775","175",E01000903
E00004408,"51.72222222","54.87777778","12.81111111","125.2666667","55.4","66.34444444","17.31111111","145.9555556",E01000899
E00004489,"11.275","25.725","3.625","89.7","9.9","30.3","3.3","155",E01000912
E00174663,"20.525","30.675","6.2","106","26.225","45.075","4.5","155.575",E01000855
E00174660,"32.48571429","48.84285714","13.77142857","139.4714286","36.52857143","53.45714286","14.58571429","146.3857143",E01000936
E00174661,"29.76","50.04","10.4","144.4","47.1","59.92","11.84","154",E01000936
E00174666,"9.6","9.25","4.9","13.3","9.35","8.75","4.55","11.8",E01000958
E00174667,"28.71666667","46.18333333","6.983333333","138.6333333","38.77142857","69.72857143","7.242857143","197.1428571",E01000958
E00174664,"17.41666667","23.96666667","6.633333333","51.46666667","22.72","32.46","7.26","97.86",E01000855
E00174665,"40.06","53.3","15.54","136.8","55.26","64.52","18.62","190",E01000937
E00174669,"27.16666667","43.13333333","7.1","126.5666667","38.2","52.46666667","9.833333333","160",E01000901
E00004756,"26.4","46.95","11.45","175","45","57.625","12.925","200",E01000954
E00004757,"23.875","36.45","4.375","143.3","32.575","56.75","7.025","200",E01000954
E00004754,"42.26666667","47.56666667","6.7","131.9833333","51.95","65.63333333","15.45","176.3",E01000952
E00004752,"28.8","41.5875","8.9875","138.25","34.6375","53.95","9.9","165.25",E01000952
E00004753,"42.5","53.15","3.35","160","52.5","69.5","2.7","200",E01000952
E00004750,"13","17.1","5.5875","40.4125","14.7375","24.5875","6.75","80.05",E01000958
E00004751,"29.32857143","48.25714286","9.742857143","143.7142857","34.22857143","58.91428571","10.72857143","164.2857143",E01000953
E00004758,"17.4","45.2","3.2","200","20.3","62","4.7","200",E01000954
E00004759,"39","50.22","9.42","160.8","38.48","51.3","10.58","170.4",E01000954
E00004666,"28.425","33.375","13.19166667","72.81666667","33.22","41.08","11.87","97.33",E01000942
E00004667,"35.775","51.8","10.825","200","48.125","61.875","13.2","200",E01000942
E00004664,"29.56666667","50.8","11.36666667","155","34.41666667","59.98333333","11.95","163.3333333",E01000938
E00004665,"33.54","41.66","12.12","108.8","41.18333333","51.88333333","11.56666667","133.6666667",E01000941
E00004663,"29.35","42.93333333","11.11666667","121.6666667","37.16666667","48.26666667","7.366666667","130",E01000939
E00004661,"37.05","46.15","11.03333333","122","40.26666667","55.31666667","13.51666667","163.2166667",E01000938
E00004668,"37.55","48.375","12.725","122.975","65","74.16666667","11.5","160",E01000940
E00004669,"28.53333333","34.12222222","11.9","81.02222222","32.13333333","44.38888889","15.41111111","102",E01000939
E00004126,"45","51.18","4.74","144.8","48.3","55.66","4.92","161.4",E01000848
E00004127,"33.77142857","45.5","4.442857143","144.1428571","54.64285714","58.07142857","3.3","164.2857143",E01000849
E00004124,"51.63333333","54.93333333","3.233333333","200","56.3","62.7","4.6","200",E01000849
E00004125,"44.7","53.6","3.84","190.4","55.68","61.78","4.54","194",E01000849
E00004122,"37","42.9","6.575","120.925","49.12","60.92","8.34","176",E01000847
E00004120,"50","61.16666667","3.8","200","61.6","79.33333333","5.233333333","233.3333333",E01000842
E00004121,"37.53333333","49.3","5","151.6333333","43.9","60.33333333","4.033333333","157.8666667",E01000844
E00004128,"47.62","52.12","4.82","159.3","54.64","66.56","9.66","176",E01000848
E00004129,"41.32","53.2","7.14","166.4","45.4","56.52","6.78","144.94",E01000848
E00004316,"33.925","49.175","9.1","163","32.28","48.88","10.36","175.98",E01000872
E00004397,"32.43333333","53.26666667","5.7","200","37.83333333","62.26666667","5.166666667","200",E01000889
E00004317,"44.175","50.9375","8.1625","145.4","55.0625","63.3875","8.575","162.75",E01000873
E00004396,"39.06","58.78","4.06","154.4","58.16","73","5.14","180",E01000888
E00004393,"44","48.56666667","2.4","184","50.83333333","55.16666667","3.466666667","184",E01000887
E00004312,"48.625","54.25","9.15","168","55.35","63.15","10.05","187.5",E01000873
E00004392,"47.775","61.05","13.925","153","62.7375","78.825","13.5","196.25",E01000886
E00004313,"35.02","40.92","8.52","111.1","41.98","49.36","7.5","124.42",E01000874
E00004391,"43.6","51.34","3.6","154.74","40.66666667","50.16666667","3.516666667","136.8833333",E01000888
E00004310,"41.4625","56.85","11.725","163.3625","58.6625","72.35","12.85","171.25",E01000874
E00004311,"44.98","56.44","7.28","156.56","54.4","67.44","4.66","200",E01000871
E00004390,"44.975","53.65","1.9","176","51.875","64.625","1.925","200",E01000887
E00004318,"37.9","47.18181818","7.490909091","124.0090909","43.99090909","54.00909091","13.28181818","123.3181818",E01000873
E00004399,"50","57","7.033333333","200","54.93333333","70.5","5.333333333","200",E01000889
E00004319,"35.48","42.06","2.86","122.32","43.58","51.52","4.18","166.4",E01000872
E00004398,"39.43333333","53.63333333","6.066666667","166.6666667","61.4","62.43333333","6.633333333","183.3333333",E01000888
E00004226,,,,,"63.125","71.875","8.925","175",E01000857
E00004227,"45.58","48.88","4.58","166.22","54.54","64.56","6","173.28",E01000860
E00004224,"33.37","41.61","6.81","124.98","33.54","46.67","6.72","141.79",E01000859
E00004225,"23.12105263","28.17368421","7.294736842","76.93684211","24.18","32.51","6.505","99.505",E01000863
E00004222,"49.96666667","57.43333333","7.7","166.6666667","51.66666667","68.3","7","200",E01000857
E00004223,"29.775","32.8","9.75","74.4","34.3375","41.4625","16.3125","107.4375",E01000856
E00004221,"50","50.75","6.8","176","54.9","67.4","7.55","200",E01000857
E00004228,"55.91428571","66.45714286","8.314285714","165.0285714","63.91428571","71.81428571","8.928571429","175.7142857",E01000859
E00004229,"20.78333333","31.38333333","4.783333333","111.9","23.93333333","38.26666667","4.016666667","111.2333333",E01000862
E00004574,"38.66","59.44","13.04","190.4","60","77.9","11.96","200",E01000927
E00004575,"23.55","32.325","4.7","129.55","36.375","45.675","5.25","154.55",E01000921
E00004572,"27.04","34.36","9.64","90.08","33.32","39.88","8.34","97.52",E01000927
E00004573,"35.2","42.74444444","8.344444444","123.5666667","33.1","46.5","9.266666667","156.2222222",E01000927
E00004570,"26.26666667","43.16666667","12.81666667","159.3333333","35.51428571","58.3","10.84285714","155.7142857",E01000927
E00004571,"33.925","48.4","10.975","163","36.6","60.5","15.55","187.5",E01000927
E00004416,"28.35","43.55","4.55","150","29.725","49.975","4.075","175",E01000893
E00004497,"31.3","42.1","2.4","150.6666667","31.6","48.16666667","2.066666667","150.6666667",E01000907
E00004417,"38.92857143","47.87142857","10.54285714","110.9714286","43.6875","51.525","11.675","124.175",E01000894
E00004496,"24.82222222","38.56666667","4.177777778","120.8111111","38.32222222","55.97777778","4.788888889","163.4222222",E01000913
E00004414,"34.2","54.35","2.3","200","69.125","78.225","2.025","225",E01000893
E00004495,"46.9625","43.8875","1.95","107.475","56.85","50.6125","6.3125","115.0625",E01000913
E00004494,"46.87368421","54.61052632","10.75789474","123.7210526","67.9","67.84210526","10.42631579","149.5684211",E01000913
E00004415,"33.03333333","43.01111111","6.255555556","132.0888889","35.26666667","46.37777778","6.666666667","156.6333333",E01000895
E00004493,"39.025","50.45","4.55","163","44.95","56.65","4.125","163",E01000908
E00004412,"45.86","55.3","3.86","171.2","50.4","58.68","4.72","152.8",E01000893
E00004410,"42.8375","51.375","6.975","136.8625","50.425","63.125","9.2875","158.85",E01000895
E00004491,"29.76666667","48.73333333","5.533333333","200","34.1","53.13333333","7.7","183.3333333",E01000912
E00004418,"20.81666667","43.11666667","3.533333333","135.15","26.93333333","51.06666667","4.05","159.8333333",E01000893
E00004499,"50.13","59.51","12.13","164.6","56.33","67.08","12.23","170.28",E01000913
E00004419,"21.34166667","33.5","4.666666667","117.2666667","22.13846154","41.26153846","5.684615385","133.9307692",E01000895
E00004498,"50","49.93333333","3.666666667","184","50.43333333","56.76666667","4","184",E01000907
E00174672,"6.6","27.16666667","3","95.7","16.6","26.6","2.233333333","94.86666667",E01000898
E00174670,"13.9","17.33333333","3.066666667","38.9","17.96666667","20.66666667","2.333333333","56.43333333",E01000898
E00174671,"20.10769231","31.8","8.515384615","82.65384615","22.56428571","39.36428571","7.357142857","110.1714286",E01000920
E00174676,,,,,,,,,E01000852
E00174675,"26.9","30.71666667","10.55833333","67.9","30.31666667","46.26666667","13.06666667","131.325",E01000920
E00174678,"21.34","24.56","5.1","77.28","18.38333333","25.35","4.633333333","93.18333333",E01000963
E00174679,"21.7","43.4","12.9","152","40","54.2","15.7","200",E01000937
E00004727,"30.16","46.92","8.18","146.36","43.7","58.58","13.64","186",E01000956
E00004724,"36.98333333","46.03333333","8.15","150.6666667","39.8","51.78333333","12","150",E01000956
E00004720,"31.4","36.1","8.7","79.9","27.45","34.2","6.6","79.6",E01000949
E00004721,"33.6","45.03333333","8.766666667","168","37.76666667","54.1","7.033333333","200",E01000950
E00004676,"35.71428571","47.35714286","16.94285714","123.7142857","43.85","56.63333333","15.48333333","158.3333333",E01000942
E00004677,"26.8","38.88333333","5.916666667","137.1833333","36.38333333","49.46666667","8.066666667","137.4",E01000940
E00004674,"29.52","45.72","7.78","144.98","47.44","57.56","7.62","164.44",E01000941
E00004675,"32.3","41.075","18.425","114.75","49.75","51.025","14.85","142.5",E01000940
E00004673,"29.86","45.76","14","150.4","35.36","51.8","15.7","190",E01000941
E00004670,"30.1","42.35","10.43333333","126.6666667","34.35","51.43333333","13.15","153.3333333",E01000939
E00004671,"25.06","37.12","8.87","113.21","25.48","43.94","9.31","137.07",E01000936
E00004678,"22.28571429","38.27142857","10.15714286","115.1714286","28.82857143","46.32857143","13","150.5428571",E01000937
E00004679,"23.7","37.95","12.525","114.725","33.65","46.975","14.55","117.5",E01000941
E00004137,"40.825","46.5","5.05","143.725","51.9","61.35","5.475","163.75",E01000848
E00004134,"71.6","70.88333333","24.21666667","158.6666667","67","74.56666667","17.38333333","166.6666667",E01000843
E00004135,"46","45.76","5.66","104.4","50.5","62.14","6.38","190",E01000849
E00004132,"63.675","74.625","6.725","200","83.5","93.35","22.1","200",E01000848
E00004133,"42.9","57.4","3.266666667","184","62.5","78.76666667","2.566666667","200",E01000849
E00004130,"32.975","56.475","2.325","188","45.05","67.4","3.6","225",E01000849
E00004131,"57.925","71.025","2.8","200","64.45","83.875","14.6","200",E01000848
E00004138,"44.2","56.775","4.675","163","44.175","61","4.45","175",E01000843
E00004139,"9.766666667","9.533333333","3.833333333","16.6","9.866666667","10.03333333","5.933333333","14.2",E01000843
E00004236,"46.36666667","52.06666667","8.383333333","147.3333333","51.51666667","63.66666667","5.766666667","166.6666667",E01000861
E00004237,"25.41428571","41.3","8.742857143","157.7142857","29.48571429","48.74285714","8.471428571","171.7142857",E01000861
E00004234,"16.23333333","37.46666667","6.033333333","135.7166667","26.76666667","43.81666667","4.7","151.9833333",E01000862
E00004235,"23.59","36.05","6.76","107.08","29.78","39.42","7.48","113.97",E01000863
E00004233,"38.53333333","44.23333333","5.233333333","141.9833333","37.26666667","49.93333333","5.733333333","158.9",E01000859
E00004230,"37.83333333","44.56666667","2.633333333","150.6666667","39.2","55.26666667","6.066666667","200",E01000861
E00004231,"36.41666667","53.88333333","4.983333333","184","48.96666667","68.01666667","4.4","208.6666667",E01000859
E00004238,"41.04","51","4.4","154.08","56.55","68.925","4.225","188",E01000862
E00004736,"19.98333333","36.33333333","6.333333333","127.2","38.3","48.83333333","8","137.8333333",E01000957
E00004735,"25","46.16666667","6.633333333","166.6666667","39.6","46.66666667","6.033333333","150",E01000957
E00004732,"24.41666667","34.93333333","7.65","104.15","27.76666667","40","7.183333333","112.5",E01000957
E00004731,"22.87142857","31.77857143","8.385714286","88.78571429","28.57692308","35.58461538","9.515384615","97.17692308",E01000956
E00004738,"40.81666667","44.83333333","5.916666667","128","47.9","55.73333333","5.816666667","158.6666667",E01000957
E00004739,"50.625","55.275","5.3","175","53.275","59.725","5.3","175",E01000957
E00004646,"28.56","49.1","10","166.38","32.7","55.13333333","10.63333333","163.6666667",E01000941
E00004647,"25.66666667","44.17777778","11.08888889","136","40.89","60.64","12.3","175",E01000938
E00004642,"38.875","53.625","15.1","200","34.7","56.2","15.325","187.5",E01000929
E00004643,"29.33333333","37.13333333","7.5","113.0666667","29.43333333","40.51666667","7.183333333","146",E01000930
E00004641,"40.72","51.7","11.6","150","57.94","66.24","13.76","180",E01000934
E00004649,"22.45","40.225","8.525","150.5","21.85","45.175","8.775","175.5",E01000943
E00004187,"32.28928571","44.95357143","12.75357143","110.1392857","54.47777778","63.93703704","13.57037037","149.0814815",E01000851
E00004185,"27.6875","36.5375","12.25","96.6","29.6125","41.875","8.2625","121.325",E01000854
E00004184,"31.92","37.58","13.18","110.8","40.44","51.8","13.4","170",E01000852
E00004183,"24.24","34.28","9.62","100","29.08","44.46","15.24","140",E01000853
E00004182,"28.12","36.94","7.02","109.28","33.16","42.58","8.78","109.28",E01000853
E00004180,"30.6","49.08333333","11.71666667","145.2833333","32.05","52.71666667","12.08333333","148.8",E01000853
E00004189,"25.57142857","31.55714286","14.66428571","59.19285714","21.06875","31.5","12.275","75.0375",E01000854
E00004366,"17.25","33.2","7.85","100","18.05","39.35","7.95","200",E01000890
E00004364,"29.87142857","48.05714286","11.05714286","137","51.31428571","64.34285714","10.57142857","160",E01000891
E00004365,"46.03333333","47.2","2.433333333","153.7333333","49.93333333","56.2","2.166666667","155.1",E01000887
E00004362,"40.11666667","61.33333333","4.816666667","183.3333333","68.18333333","76.88333333","5.866666667","191.6666667",E01000889
E00004360,"20.5","42","8.75","154.4166667","28.1","50.58333333","5.65","170.65",E01000880
E00004361,"42.6375","50.1625","9.0875","121.45","56.4","55.4875","10.675","121.4875",E01000879
E00004368,"37.43333333","44.28333333","3.6","137.8166667","44.38333333","55.63333333","4.5","180",E01000892
E00004369,"40","44.15","4","176","58.43333333","73.53333333","4.766666667","200",E01000890
